word,pinyin,english,level,language
瓦解,wǎ jiě,to collapse,HSK6,1
哇,wa,"replaces 啊 when following the vowel ""u"" or ""ao""",HSK6,1
歪曲,wāi qū,to distort,HSK6,1
外表,wài biǎo,external,HSK6,1
外行,wài háng,layman,HSK6,1
外界,wài jiè,the outside world,HSK6,1
外向,wài xiàng,outward-looking,HSK6,1
丸,wán,pill,HSK6,1
完备,wán bèi,faultless,HSK6,1
完毕,wán bì,to finish,HSK6,1
玩弄,wán nòng,to play with,HSK6,1
玩意儿,wán yì r,erhua variant of 玩意[wán yì],HSK6,1
顽固,wán gù,stubborn,HSK6,1
顽强,wán qiáng,tenacious,HSK6,1
挽回,wǎn huí,to retrieve,HSK6,1
挽救,wǎn jiù,to save,HSK6,1
惋惜,wǎn xī,to feel sorry for a person over sth that should have happened,HSK6,1
万分,wàn fēn,very much,HSK6,1
往常,wǎng cháng,habitually (in the past),HSK6,1
往事,wǎng shì,past events,HSK6,1
网络,wǎng luò,network (computing,HSK6,1
妄想,wàng xiǎng,to attempt vainly,HSK6,1
微不足道,wēi bù zú dào,negligible,HSK6,1
微观,wēi guān,micro-,HSK6,1
威风,wēi fēng,might,HSK6,1
威力,wēi lì,might,HSK6,1
威望,wēi wàng,prestige,HSK6,1
威信,wēi xìn,prestige,HSK6,1
危机,wēi jī,crisis,HSK6,1
违背,wéi bèi,to violate,HSK6,1
维持,wéi chí,to keep,HSK6,1
维生素,wéi shēng sù,vitamin,HSK6,1
维修,wéi xiū,maintenance (of equipment),HSK6,1
唯独,wéi dú,only,HSK6,1
为难,wéi nán,to feel embarrassed or awkward,HSK6,1
为期,wéi qī,(to be done) by (a certain date),HSK6,1
为首,wéi shǒu,head,HSK6,1
委员,wěi yuán,committee member,HSK6,1
伪造,wěi zào,to forge,HSK6,1
胃口,wèi kǒu,appetite,HSK6,1
位于,wèi yú,to be located at,HSK6,1
未免,wèi miǎn,unavoidable,HSK6,1
畏惧,wèi jù,to fear,HSK6,1
卫星,wèi xīng,(space) satellite,HSK6,1
慰问,wèi wèn,to express sympathy,HSK6,1
温带,wēn dài,temperate zone,HSK6,1
温和,wēn hé,mild,HSK6,1
文凭,wén píng,diploma,HSK6,1
文物,wén wù,cultural relic,HSK6,1
文献,wén xiàn,document,HSK6,1
文雅,wén yǎ,elegant,HSK6,1
文艺,wén yì,literature and art,HSK6,1
问世,wèn shì,to be published,HSK6,1
窝,wō,nest,HSK6,1
乌黑,wū hēi,jet-black,HSK6,1
污蔑,wū miè,to slander,HSK6,1
诬陷,wū xiàn,to entrap,HSK6,1
无比,wú bǐ,incomparable,HSK6,1
无偿,wú cháng,free,HSK6,1
无耻,wú chǐ,without any sense of shame,HSK6,1
无从,wú cóng,not to have access,HSK6,1
无动于衷,wú dòng yú zhōng,aloof,HSK6,1
无非,wú fēi,only,HSK6,1
无精打采,wú jīng dǎ cǎi,dispirited and downcast (idiom); listless,HSK6,1
无可奉告,wú kě fèng gào,"(idiom) ""no comment""",HSK6,1
无可奈何,wú kě nài hé,have no way out,HSK6,1
无赖,wú lài,hoodlum,HSK6,1
无理取闹,wú lǐ qǔ nào,to make trouble without reason (idiom); to be deliberately provocative,HSK6,1
无能为力,wú néng wéi lì,impotent (idiom),HSK6,1
无穷无尽,wú qióng wú jìn,vast and limitless (idiom); endless span of time,HSK6,1
无微不至,wú wēi bù zhì,in every possible way (idiom); meticulous,HSK6,1
无忧无虑,wú yōu wú lǜ,carefree and without worries (idiom),HSK6,1
无知,wú zhī,ignorant,HSK6,1
舞蹈,wǔ dǎo,dance,HSK6,1
武侠,wǔ xiá,martial arts chivalry (Chinese literary,HSK6,1
武装,wǔ zhuāng,arms,HSK6,1
侮辱,wǔ rǔ,to insult,HSK6,1
勿,wù,do not,HSK6,1
务必,wù bì,must,HSK6,1
务实,wù shí,pragmatic,HSK6,1
误差,wù chā,difference,HSK6,1
误解,wù jiě,to misunderstand,HSK6,1
物美价廉,wù měi jià lián,good quality and cheap,HSK6,1
物资,wù zī,goods,HSK6,1
溪,xī,variant of 溪,HSK6,1
膝盖,xī gài,knee,HSK6,1
熄灭,xī miè,to stop burning,HSK6,1
吸取,xī qǔ,to absorb,HSK6,1
昔日,xī rì,formerly,HSK6,1
牺牲,xī shēng,to sacrifice oneself,HSK6,1
夕阳,xī yáng,sunset,HSK6,1
媳妇,xí fù,daughter-in-law,HSK6,1
习俗,xí sú,custom,HSK6,1
袭击,xí jī,attack (esp. surprise attack),HSK6,1
喜闻乐见,xǐ wén lè jiàn,a delight to see (idiom); an attractive spectacle,HSK6,1
喜悦,xǐ yuè,happy,HSK6,1
系列,xì liè,series,HSK6,1
细胞,xì bāo,cell (biology),HSK6,1
细菌,xì jūn,bacterium,HSK6,1
细致,xì zhì,delicate,HSK6,1
霞,xiá,red clouds,HSK6,1
狭隘,xiá ài,narrow,HSK6,1
狭窄,xiá zhǎi,narrow,HSK6,1
峡谷,xiá gǔ,canyon,HSK6,1
夏令营,xià lìng yíng,summer camp,HSK6,1
下属,xià shǔ,subordinate,HSK6,1
先进,xiān jìn,advanced (technology),HSK6,1
先前,xiān qián,before,HSK6,1
鲜明,xiān míng,bright,HSK6,1
掀起,xiān qǐ,to lift,HSK6,1
纤维,xiān wéi,fiber,HSK6,1
弦,xián,bow string,HSK6,1
嫌,xián,to dislike,HSK6,1
嫌疑,xián yí,suspicion,HSK6,1
闲话,xián huà,digression,HSK6,1
贤惠,xián huì,chaste,HSK6,1
衔接,xián jiē,to join together,HSK6,1
显著,xiǎn zhù,outstanding,HSK6,1
现场,xiàn chǎng,lit. actual location,HSK6,1
现成,xiàn chéng,ready-made,HSK6,1
现状,xiàn zhuàng,current situation,HSK6,1
宪法,xiàn fǎ,constitution (of a country),HSK6,1
陷害,xiàn hài,to entrap,HSK6,1
陷入,xiàn rù,to sink into,HSK6,1
馅儿,xiàn r,erhua variant of 餡|馅,HSK6,1
线索,xiàn suǒ,trail,HSK6,1
相差,xiāng chà,to differ,HSK6,1
相等,xiāng děng,equal,HSK6,1
相辅相成,xiāng fǔ xiāng chéng,to complement one another (idiom),HSK6,1
相应,xiāng yìng,to correspond,HSK6,1
镶嵌,xiāng qiàn,to inlay,HSK6,1
乡镇,xiāng zhèn,village,HSK6,1
想方设法,xiǎng fāng shè fǎ,to think up every possible method (idiom); to devise ways and means,HSK6,1
响亮,xiǎng liàng,loud and clear,HSK6,1
响应,xiǎng yìng,respond to,HSK6,1
巷,xiàng,lane,HSK6,1
向导,xiàng dǎo,guide,HSK6,1
向来,xiàng lái,always (previously),HSK6,1
向往,xiàng wǎng,to yearn for,HSK6,1
消除,xiāo chú,to eliminate,HSK6,1
消毒,xiāo dú,to disinfect,HSK6,1
消防,xiāo fáng,fire-fighting,HSK6,1
消耗,xiāo hào,to use up,HSK6,1
消极,xiāo jí,negative,HSK6,1
销毁,xiāo huǐ,to destroy (by melting or burning),HSK6,1
小心翼翼,xiǎo xīn yì yì,cautious and solemn (idiom); very carefully,HSK6,1
效益,xiào yì,benefit,HSK6,1
肖像,xiào xiàng,portrait,HSK6,1
携带,xié dài,to carry (on one's person),HSK6,1
协会,xié huì,an association,HSK6,1
协商,xié shāng,to consult with,HSK6,1
协议,xié yì,agreement,HSK6,1
协助,xié zhù,to provide assistance,HSK6,1
写作,xiě zuò,writing,HSK6,1
屑,xiè,bits,HSK6,1
谢绝,xiè jué,to refuse politely,HSK6,1
泄露,xiè lù,to leak (information),HSK6,1
泄气,xiè qì,to leak (gas),HSK6,1
新陈代谢,xīn chén dài xiè,metabolism (biology),HSK6,1
新郎,xīn láng,bridegroom,HSK6,1
新娘,xīn niáng,bride,HSK6,1
新颖,xīn yǐng,lit. new bud,HSK6,1
心得,xīn dé,knowledge gained,HSK6,1
心灵,xīn líng,bright,HSK6,1
心态,xīn tài,attitude (of the heart),HSK6,1
心疼,xīn téng,to love dearly,HSK6,1
心血,xīn xuè,heart's blood,HSK6,1
心眼儿,xīn yǎn r,one's thoughts,HSK6,1
辛勤,xīn qín,hardworking,HSK6,1
欣慰,xīn wèi,to be gratified,HSK6,1
欣欣向荣,xīn xīn xiàng róng,luxuriant growth (idiom); flourishing,HSK6,1
薪水,xīn shuǐ,salary,HSK6,1
信赖,xìn lài,to trust,HSK6,1
信念,xìn niàn,faith,HSK6,1
信仰,xìn yǎng,to believe in (a religion),HSK6,1
信誉,xìn yù,prestige,HSK6,1
腥,xīng,fishy (smell),HSK6,1
兴隆,xīng lóng,prosperous,HSK6,1
兴旺,xīng wàng,prosperous,HSK6,1
行政,xíng zhèng,administrative,HSK6,1
形态,xíng tài,shape,HSK6,1
刑事,xíng shì,criminal,HSK6,1
性感,xìng gǎn,sex appeal,HSK6,1
性命,xìng mìng,life,HSK6,1
性能,xìng néng,function,HSK6,1
性情,xìng qíng,nature,HSK6,1
幸好,xìng hǎo,fortunately,HSK6,1
兴高采烈,xīng gāo cǎi liè,happy and excited (idiom); in high spirits,HSK6,1
兴致勃勃,xìng zhì bó bó,to become exhilarated (idiom); in high spirits,HSK6,1
胸怀,xiōng huái,one's bosom (the seat of emotions),HSK6,1
胸膛,xiōng táng,chest,HSK6,1
凶恶,xiōng è,variant of 兇惡|凶恶,HSK6,1
凶手,xiōng shǒu,murderer,HSK6,1
雄厚,xióng hòu,robust,HSK6,1
修复,xiū fù,to restore,HSK6,1
修建,xiū jiàn,to build,HSK6,1
修理,xiū lǐ,to repair,HSK6,1
羞耻,xiū chǐ,(a feeling of) shame,HSK6,1
休养,xiū yǎng,to recuperate,HSK6,1
绣,xiù,to embroider,HSK6,1
嗅觉,xiù jué,sense of smell,HSK6,1
虚假,xū jiǎ,FALSE,HSK6,1
虚荣,xū róng,vanity,HSK6,1
虚伪,xū wěi,FALSE,HSK6,1
需求,xū qiú,requirement,HSK6,1
须知,xū zhī,prerequisites,HSK6,1
许可,xǔ kě,to allow,HSK6,1
酗酒,xù jiǔ,heavy drinking,HSK6,1
畜牧,xù mù,to raise animals,HSK6,1
序言,xù yán,preface,HSK6,1
宣誓,xuān shì,to swear an oath (of office),HSK6,1
宣扬,xuān yáng,to proclaim,HSK6,1
悬挂,xuán guà,to suspend,HSK6,1
悬念,xuán niàn,suspense in a movie,HSK6,1
悬崖峭壁,xuán yá qiào bì,sheer cliffs and precipitous rock faces (idiom),HSK6,1
旋律,xuán lǜ,melody,HSK6,1
旋转,xuán zhuǎn,to rotate,HSK6,1
选拔,xuǎn bá,to select the best,HSK6,1
选手,xuǎn shǒu,athlete,HSK6,1
削弱,xuē ruò,to weaken,HSK6,1
学历,xué lì,educational background,HSK6,1
学说,xué shuō,theory,HSK6,1
学位,xué wèi,academic degree,HSK6,1
雪上加霜,xuě shàng jiā shuāng,to add hail to snow (idiom); one disaster on top of another,HSK6,1
血压,xuè yā,blood pressure,HSK6,1
熏陶,xūn táo,to seep in,HSK6,1
循环,xún huán,to cycle,HSK6,1
循序渐进,xún xù jiàn jìn,in sequence,HSK6,1
巡逻,xún luó,to patrol (police,HSK6,1
寻觅,xún mì,to look for,HSK6,1
押金,yā jīn,deposit,HSK6,1
压迫,yā pò,to oppress,HSK6,1
压岁钱,yā suì qián,money given to children as new year present,HSK6,1
压缩,yā suō,to compress,HSK6,1
压抑,yā yì,to constrain or repress emotions,HSK6,1
压榨,yā zhà,to press,HSK6,1
压制,yā zhì,to suppress,HSK6,1
亚军,yà jūn,second place (in a sports contest),HSK6,1
烟花,yān huā,fireworks,HSK6,1
淹没,yān mò,to submerge,HSK6,1
延期,yán qī,to delay,HSK6,1
延伸,yán shēn,to extend,HSK6,1
延续,yán xù,to continue,HSK6,1
严寒,yán hán,bitter cold,HSK6,1
严禁,yán jìn,strictly prohibit,HSK6,1
严峻,yán jùn,grim,HSK6,1
严厉,yán lì,severe,HSK6,1
严密,yán mì,strict,HSK6,1
沿海,yán hǎi,coastal,HSK6,1
言论,yán lùn,speech,HSK6,1
炎热,yán rè,blistering hot,HSK6,1
岩石,yán shí,rock,HSK6,1
演变,yǎn biàn,to develop,HSK6,1
演讲,yǎn jiǎng,lecture,HSK6,1
演习,yǎn xí,maneuver,HSK6,1
演绎,yǎn yì,to deduce,HSK6,1
演奏,yǎn zòu,to play a musical instrument,HSK6,1
掩盖,yǎn gài,to conceal,HSK6,1
掩护,yǎn hù,to screen,HSK6,1
掩饰,yǎn shì,to conceal a fault,HSK6,1
眼光,yǎn guāng,gaze,HSK6,1
眼色,yǎn sè,a wink,HSK6,1
眼神,yǎn shén,expression or emotion showing in one's eyes,HSK6,1
眼下,yǎn xià,now,HSK6,1
验收,yàn shōu,to check on receipt,HSK6,1
验证,yàn zhèng,to inspect and verify,HSK6,1
厌恶,yàn wù,to loathe,HSK6,1
氧气,yǎng qì,oxygen,HSK6,1
样品,yàng pǐn,sample,HSK6,1
摇摆,yáo bǎi,to sway,HSK6,1
摇滚,yáo gǔn,to shake and boil,HSK6,1
摇晃,yáo huàng,to rock,HSK6,1
遥控,yáo kòng,remote control,HSK6,1
遥远,yáo yuǎn,distant,HSK6,1
谣言,yáo yán,rumor,HSK6,1
咬牙切齿,yǎo yá qiè chǐ,gnashing one's teeth (idiom); displaying extreme anger,HSK6,1
要不然,yào bù rán,otherwise,HSK6,1
要点,yào diǎn,main point,HSK6,1
要命,yào mìng,to cause sb's death,HSK6,1
要素,yào sù,essential factor,HSK6,1
耀眼,yào yǎn,to dazzle,HSK6,1
野蛮,yě mán,barbarous,HSK6,1
野心,yě xīn,ambition,HSK6,1
一流,yī liú,top quality,HSK6,1
依次,yī cì,in order,HSK6,1
依旧,yī jiù,as before,HSK6,1
依据,yī jù,according to,HSK6,1
依靠,yī kào,to rely on sth (for support etc),HSK6,1
依赖,yī lài,to depend on,HSK6,1
依托,yī tuō,to rely on,HSK6,1
衣裳,yī shang,clothes,HSK6,1
一度,yī dù,for a time,HSK6,1
一贯,yī guàn,consistent,HSK6,1
一律,yī lǜ,same,HSK6,1
一目了然,yī mù liǎo rán,obvious at a glance (idiom),HSK6,1
一向,yī xiàng,always (previously),HSK6,1
一再,yī zài,repeatedly,HSK6,1
遗产,yí chǎn,heritage,HSK6,1
遗传,yí chuán,heredity,HSK6,1
遗留,yí liú,(leave or be a) legacy,HSK6,1
遗失,yí shī,to lose,HSK6,1
疑惑,yí huò,to doubt,HSK6,1
仪器,yí qì,instrument,HSK6,1
仪式,yí shì,ceremony,HSK6,1
以便,yǐ biàn,so that,HSK6,1
以免,yǐ miǎn,in order to avoid,HSK6,1
以往,yǐ wǎng,in the past,HSK6,1
以至,yǐ zhì,down to,HSK6,1
以致,yǐ zhì,to such an extent as to,HSK6,1
亦,yì,also,HSK6,1
翼,yì,wing,HSK6,1
一帆风顺,yī fān fēng shùn,propitious wind throughout the journey (idiom),HSK6,1
一举两得,yī jǔ liǎng dé,one move,HSK6,1
一如既往,yī rú jì wǎng,just as in the past (idiom); as before,HSK6,1
一丝不苟,yī sī bù gǒu,not one thread loose (idiom); strictly according to the rules,HSK6,1
异常,yì cháng,exceptional,HSK6,1
意料,yì liào,to anticipate,HSK6,1
意识,yì shí,consciousness,HSK6,1
意图,yì tú,intent,HSK6,1
意味着,yì wèi zhe,to signify,HSK6,1
意向,yì xiàng,intention,HSK6,1
意志,yì zhì,will,HSK6,1
毅力,yì lì,perseverance,HSK6,1
毅然,yì rán,firmly,HSK6,1
抑制,yì zhì,to inhibit,HSK6,1
阴谋,yīn móu,plot,HSK6,1
音响,yīn xiǎng,speakers or speaker (electronic),HSK6,1
隐蔽,yǐn bì,to conceal,HSK6,1
隐患,yǐn huàn,a danger concealed within sth,HSK6,1
隐瞒,yǐn mán,to conceal,HSK6,1
隐私,yǐn sī,secrets,HSK6,1
隐约,yǐn yuē,vague,HSK6,1
引导,yǐn dǎo,to guide,HSK6,1
引擎,yǐn qíng,engine (loanword),HSK6,1
引用,yǐn yòng,to quote,HSK6,1
饮食,yǐn shí,food and drink,HSK6,1
印刷,yìn shuā,print,HSK6,1
婴儿,yīng ér,infant,HSK6,1
英明,yīng míng,wise,HSK6,1
英勇,yīng yǒng,bravery,HSK6,1
迎面,yíng miàn,directly,HSK6,1
盈利,yíng lì,profit,HSK6,1
荧屏,yíng píng,fluorescent screen,HSK6,1
应酬,yìng chou,social niceties,HSK6,1
应邀,yìng yāo,at sb's invitation,HSK6,1
拥护,yōng hù,to endorse,HSK6,1
拥有,yōng yǒu,to have,HSK6,1
庸俗,yōng sú,filthy,HSK6,1
勇于,yǒng yú,to dare to,HSK6,1
永恒,yǒng héng,eternal,HSK6,1
涌现,yǒng xiàn,to emerge in large numbers,HSK6,1
踊跃,yǒng yuè,to leap,HSK6,1
用功,yòng gōng,diligent,HSK6,1
用户,yòng hù,user,HSK6,1
优胜劣汰,yōu shèng liè tài,survival of the fittest (idiom),HSK6,1
优先,yōu xiān,priority,HSK6,1
优异,yōu yì,exceptional,HSK6,1
优越,yōu yuè,superior,HSK6,1
忧郁,yōu yù,sullen,HSK6,1
油腻,yóu nì,grease,HSK6,1
油漆,yóu qī,oil paints,HSK6,1
犹如,yóu rú,similar to,HSK6,1
有条不紊,yǒu tiáo bù wěn,regular and thorough (idiom); methodically arranged,HSK6,1
幼稚,yòu zhì,young,HSK6,1
诱惑,yòu huò,to entice,HSK6,1
愚蠢,yú chǔn,silly,HSK6,1
愚昧,yú mèi,ignorant,HSK6,1
舆论,yú lùn,public opinion,HSK6,1
渔民,yú mín,fisherman,HSK6,1
与日俱增,yǔ rì jù zēng,to increase steadily,HSK6,1
羽绒服,yǔ róng fú,down-filled garment,HSK6,1
予以,yǔ yǐ,to give,HSK6,1
愈,yù,to heal,HSK6,1
预料,yù liào,to forecast,HSK6,1
预期,yù qī,to expect,HSK6,1
预赛,yù sài,preliminary competition,HSK6,1
预算,yù suàn,budget,HSK6,1
预先,yù xiān,beforehand,HSK6,1
预言,yù yán,to predict,HSK6,1
预兆,yù zhào,omen,HSK6,1
欲望,yù wàng,desire,HSK6,1
寓言,yù yán,fable,HSK6,1
冤枉,yuān wang,hatred,HSK6,1
元首,yuán shǒu,head of state,HSK6,1
元素,yuán sù,element,HSK6,1
元宵节,Yuán xiāo jié,Lantern Festival,HSK6,1
圆满,yuán mǎn,satisfactory,HSK6,1
原告,yuán gào,complainant,HSK6,1
原理,yuán lǐ,principle,HSK6,1
原始,yuán shǐ,first,HSK6,1
原先,yuán xiān,former,HSK6,1
园林,yuán lín,gardens,HSK6,1
源泉,yuán quán,fountainhead,HSK6,1
约束,yuē shù,to restrict,HSK6,1
岳父,yuè fù,wife's father,HSK6,1
乐谱,yuè pǔ,a musical score,HSK6,1
熨,yùn,an iron,HSK6,1
蕴藏,yùn cáng,to hold in store,HSK6,1
运算,yùn suàn,(mathematical) operation,HSK6,1
运行,yùn xíng,to be in motion,HSK6,1
酝酿,yùn niàng,(of alcohol) to ferment,HSK6,1
孕育,yùn yù,to be pregnant,HSK6,1
砸,zá,smash,HSK6,1
杂技,zá jì,acrobatics,HSK6,1
杂交,zá jiāo,a hybrid,HSK6,1
咋,zǎ,dialectal equivalent of 怎麼|怎么[zěn me],HSK6,1
灾难,zāi nàn,disaster,HSK6,1
栽培,zāi péi,to grow,HSK6,1
宰,zǎi,to slaughter livestock,HSK6,1
在乎,zài hu,determined by,HSK6,1
在意,zài yì,to care about,HSK6,1
再接再厉,zài jiē zài lì,to continue the struggle (idiom); to persist,HSK6,1
攒,zǎn,to collect,HSK6,1
赞叹,zàn tàn,to sigh or gasp in admiration,HSK6,1
赞同,zàn tóng,to approve of,HSK6,1
赞扬,zàn yáng,to praise,HSK6,1
赞助,zàn zhù,to support,HSK6,1
暂且,zàn qiě,for now,HSK6,1
糟蹋,zāo tà,to waste,HSK6,1
遭受,zāo shòu,to suffer,HSK6,1
遭殃,zāo yāng,to suffer a calamity,HSK6,1
遭遇,zāo yù,to meet with,HSK6,1
造反,zào fǎn,to rebel,HSK6,1
造型,zào xíng,modeling,HSK6,1
噪音,zào yīn,rumble,HSK6,1
责怪,zé guài,to blame,HSK6,1
贼,zéi,thief,HSK6,1
增添,zēng tiān,to add,HSK6,1
赠送,zèng sòng,to present as a gift,HSK6,1
渣,zhā,slag (in mining or smelting),HSK6,1
扎,zhā,to prick,HSK6,1
扎实,zhā shi,strong,HSK6,1
眨,zhǎ,to blink,HSK6,1
诈骗,zhà piàn,to defraud,HSK6,1
摘要,zhāi yào,summary,HSK6,1
债券,zhài quàn,bond,HSK6,1
沾光,zhān guāng,to bask in the light,HSK6,1
瞻仰,zhān yǎng,to revere,HSK6,1
斩钉截铁,zhǎn dīng jié tiě,to chop the nail and slice the iron (idiom); resolute and decisive,HSK6,1
展示,zhǎn shì,to reveal,HSK6,1
展望,zhǎn wàng,outlook,HSK6,1
展现,zhǎn xiàn,to come out,HSK6,1
崭新,zhǎn xīn,brand new,HSK6,1
战斗,zhàn dòu,to fight,HSK6,1
战略,zhàn lvè,strategy,HSK6,1
战术,zhàn shù,tactics,HSK6,1
战役,zhàn yì,military campaign,HSK6,1
占据,zhàn jù,to occupy,HSK6,1
占领,zhàn lǐng,to occupy (a territory),HSK6,1
占有,zhàn yǒu,to have,HSK6,1
章程,zhāng chéng,rules,HSK6,1
长辈,zhǎng bèi,one's elders,HSK6,1
障碍,zhàng ài,barrier,HSK6,1
帐篷,zhàng peng,tent,HSK6,1
招收,zhāo shōu,to hire,HSK6,1
招投标,zhāo tóu biāo,bid inviting and bid offering,HSK6,1
朝气蓬勃,zhāo qì péng bó,full of youthful energy (idiom); vigorous,HSK6,1
着迷,zháo mí,to be fascinated,HSK6,1
沼泽,zhǎo zé,marsh,HSK6,1
照料,zhào liào,to tend,HSK6,1
照样,zhào yàng,as before,HSK6,1
照耀,zhào yào,to shine,HSK6,1
照应,zhào yìng,to correlate with,HSK6,1
遮挡,zhē dǎng,to shelter,HSK6,1
折腾,zhē teng,to toss from side to side (e.g. sleeplessly),HSK6,1
折,zhé,variant of 折[zhé],HSK6,1
折磨,zhé mó,to persecute,HSK6,1
真相,zhēn xiàng,the truth about sth,HSK6,1
真挚,zhēn zhì,sincere,HSK6,1
珍贵,zhēn guì,precious,HSK6,1
珍稀,zhēn xī,rare,HSK6,1
珍珠,zhēn zhū,pearl,HSK6,1
侦探,zhēn tàn,detective,HSK6,1
斟酌,zhēn zhuó,to consider,HSK6,1
阵地,zhèn dì,position,HSK6,1
阵容,zhèn róng,troop arrangement,HSK6,1
镇定,zhèn dìng,calm,HSK6,1
镇静,zhèn jìng,calm,HSK6,1
镇压,zhèn yā,suppression,HSK6,1
振奋,zhèn fèn,to stir oneself up,HSK6,1
振兴,zhèn xīng,to revive,HSK6,1
震惊,zhèn jīng,to shock,HSK6,1
争端,zhēng duān,dispute,HSK6,1
争夺,zhēng duó,to fight over,HSK6,1
争气,zhēng qì,to work hard for sth,HSK6,1
争先恐后,zhēng xiān kǒng hòu,striving to be first and fearing to be last (idiom); outdoing one another,HSK6,1
争议,zhēng yì,controversy,HSK6,1
蒸发,zhēng fā,to evaporate,HSK6,1
征服,zhēng fú,to conquer,HSK6,1
征收,zhēng shōu,to levy (a fine),HSK6,1
正月,zhēng yuè,first month of the lunar year,HSK6,1
挣扎,zhēng zhá,to struggle,HSK6,1
整顿,zhěng dùn,to tidy up,HSK6,1
正当,zhèng dāng,honest,HSK6,1
正负,zhèng fù,positive and negative,HSK6,1
正规,zhèng guī,regular,HSK6,1
正经,zhèng jīng,decent,HSK6,1
正气,zhèng qì,healthy environment,HSK6,1
正义,zhèng yì,justice,HSK6,1
政权,zhèng quán,regime,HSK6,1
证实,zhèng shí,to confirm (sth to be true),HSK6,1
证书,zhèng shū,credentials,HSK6,1
郑重,zhèng zhòng,serious,HSK6,1
症状,zhèng zhuàng,symptom (of an illness),HSK6,1
枝,zhī,branch,HSK6,1
支撑,zhī chēng,to prop up,HSK6,1
支出,zhī chū,to spend,HSK6,1
支流,zhī liú,tributary (river),HSK6,1
支配,zhī pèi,to control,HSK6,1
支援,zhī yuán,to provide assistance,HSK6,1
支柱,zhī zhù,mainstay,HSK6,1
知觉,zhī jué,perception,HSK6,1
知足常乐,zhī zú cháng lè,satisfied with what one has (idiom),HSK6,1
脂肪,zhī fáng,body fat,HSK6,1
直播,zhí bō,live broadcast (not recorded),HSK6,1
值班,zhí bān,to work a shift,HSK6,1
殖民地,zhí mín dì,colony,HSK6,1
职能,zhí néng,function,HSK6,1
职位,zhí wèi,post,HSK6,1
职务,zhí wù,post,HSK6,1
指标,zhǐ biāo,norm,HSK6,1
指定,zhǐ dìng,to appoint,HSK6,1
指甲,zhǐ jia,fingernail,HSK6,1
指令,zhǐ lìng,order,HSK6,1
指南针,zhǐ nán zhēn,compass,HSK6,1
指示,zhǐ shì,to point out,HSK6,1
指望,zhǐ wàng,to hope for sth,HSK6,1
指责,zhǐ zé,to criticize,HSK6,1
治安,zhì ān,law and order,HSK6,1
治理,zhì lǐ,to govern,HSK6,1
制裁,zhì cái,to punish,HSK6,1
制订,zhì dìng,to work out,HSK6,1
制服,zhì fú,to subdue,HSK6,1
制约,zhì yuē,to restrict,HSK6,1
制止,zhì zhǐ,to curb,HSK6,1
致辞,zhì cí,to express in words or writing,HSK6,1
致力于,zhì lì yú,Committed to,HSK6,1
致使,zhì shǐ,to cause,HSK6,1
智力,zhì lì,intelligence,HSK6,1
智能,zhì néng,intelligent,HSK6,1
智商,zhì shāng,IQ (intelligence quotient),HSK6,1
滞留,zhì liú,to detain,HSK6,1
志气,zhì qì,ambition,HSK6,1
忠诚,zhōng chéng,devoted,HSK6,1
忠实,zhōng shí,faithful,HSK6,1
终点,zhōng diǎn,the end,HSK6,1
终究,zhōng jiū,in the end,HSK6,1
终年,zhōng nián,entire year,HSK6,1
终身,zhōng shēn,lifelong,HSK6,1
终止,zhōng zhǐ,to stop,HSK6,1
中断,zhōng duàn,to cut short,HSK6,1
中立,zhōng lì,neutral,HSK6,1
中央,zhōng yāng,central,HSK6,1
衷心,zhōng xīn,heartfelt,HSK6,1
种子,zhǒng zi,seed,HSK6,1
种族,zhǒng zú,race,HSK6,1
肿瘤,zhǒng liú,tumor,HSK6,1
重心,zhòng xīn,center of gravity,HSK6,1
众所周知,zhòng suǒ zhōu zhī,see 眾所周知|众所周知[zhòng suǒ zhōu zhī],HSK6,1
州,zhōu,prefecture,HSK6,1
舟,zhōu,boat,HSK6,1
粥,zhōu,congee,HSK6,1
周边,zhōu biān,periphery,HSK6,1
周密,zhōu mì,careful,HSK6,1
周年,zhōu nián,anniversary,HSK6,1
周期,zhōu qī,period,HSK6,1
周折,zhōu zhé,complication,HSK6,1
周转,zhōu zhuǎn,turnover (in cash or personnel),HSK6,1
皱纹,zhòu wén,wrinkle,HSK6,1
昼夜,zhòu yè,day and night,HSK6,1
株,zhū,tree trunk,HSK6,1
诸位,zhū wèi,(pron) everyone,HSK6,1
逐年,zhú nián,year after year,HSK6,1
拄,zhǔ,to lean on,HSK6,1
主办,zhǔ bàn,to organize,HSK6,1
主导,zhǔ dǎo,to lead,HSK6,1
主管,zhǔ guǎn,in charge,HSK6,1
主流,zhǔ liú,main stream (of a river),HSK6,1
主权,zhǔ quán,sovereignty,HSK6,1
主题,zhǔ tí,theme,HSK6,1
住宅,zhù zhái,residence,HSK6,1
注射,zhù shè,injection,HSK6,1
注视,zhù shì,to watch attentively,HSK6,1
注释,zhù shì,marginal notes,HSK6,1
注重,zhù zhòng,to pay attention to,HSK6,1
助理,zhù lǐ,assistant,HSK6,1
助手,zhù shǒu,assistant,HSK6,1
著作,zhù zuò,to write,HSK6,1
驻扎,zhù zhā,to station,HSK6,1
铸造,zhù zào,to cast (pour metal into a mold),HSK6,1
拽,zhuài,to pull,HSK6,1
专长,zhuān cháng,specialty,HSK6,1
